Czas	Masa[g]
2026-01-13 09:34:51.394001	0.050
2026-01-13 09:34:51.518374	0.050
2026-01-13 09:34:51.595700	0.050
2026-01-13 09:34:51.645704	0.050
2026-01-13 09:34:51.770970	0.050
2026-01-13 09:34:51.832717	0.050
2026-01-13 09:34:51.955944	0.050
2026-01-13 09:34:52.018475	0.050
2026-01-13 09:34:52.143503	0.050
2026-01-13 09:34:52.215446	0.050
2026-01-13 09:34:52.277724	0.050
2026-01-13 09:34:52.401178	0.050
2026-01-13 09:34:52.462875	0.050
2026-01-13 09:34:52.586785	0.050
2026-01-13 09:34:52.648400	0.050
2026-01-13 09:34:52.773025	0.050
2026-01-13 09:34:52.844689	0.050
2026-01-13 09:34:52.906237	0.050
2026-01-13 09:34:53.019248	0.050
2026-01-13 09:34:53.143865	0.050
2026-01-13 09:34:53.205776	0.050
2026-01-13 09:34:53.267932	0.050
2026-01-13 09:34:53.402183	0.050
2026-01-13 09:34:53.463880	0.050
2026-01-13 09:34:53.588579	0.050
2026-01-13 09:34:53.649818	0.050
2026-01-13 09:34:53.774064	0.050
2026-01-13 09:34:53.835769	0.050
2026-01-13 09:34:53.897659	0.050
2026-01-13 09:34:54.021680	0.050
2026-01-13 09:34:54.083868	0.050
2026-01-13 09:34:54.207572	0.050
2026-01-13 09:34:54.269394	0.050
2026-01-13 09:34:54.393287	0.050
2026-01-13 09:34:54.465954	0.050
2026-01-13 09:34:54.527742	0.050
2026-01-13 09:34:54.652678	0.050
2026-01-13 09:34:54.714299	0.050
2026-01-13 09:34:54.838536	0.050
2026-01-13 09:34:54.900710	0.050
2026-01-13 09:34:55.025682	0.050
2026-01-13 09:34:55.087357	0.050
2026-01-13 09:34:55.210675	0.050
2026-01-13 09:34:55.273287	0.050
2026-01-13 09:34:55.396705	0.050
2026-01-13 09:34:55.458600	0.050
2026-01-13 09:34:55.520863	0.050
2026-01-13 09:34:55.644181	0.050
2026-01-13 09:34:55.706335	0.050
2026-01-13 09:34:55.840180	0.050
2026-01-13 09:34:55.892682	0.050
2026-01-13 09:34:56.026531	0.050
2026-01-13 09:34:56.088250	0.050
2026-01-13 09:34:56.150033	0.050
2026-01-13 09:34:56.274476	0.050
2026-01-13 09:34:56.336838	0.050
2026-01-13 09:34:56.461229	0.050
2026-01-13 09:34:56.523671	0.050
2026-01-13 09:34:56.647829	0.050
2026-01-13 09:34:56.709225	0.050
2026-01-13 09:34:56.833420	0.050
2026-01-13 09:34:56.895277	0.050
2026-01-13 09:34:56.967235	0.050
2026-01-13 09:34:57.091179	0.050
2026-01-13 09:34:57.143001	0.050
2026-01-13 09:34:57.277352	0.050
2026-01-13 09:34:57.339585	0.050
2026-01-13 09:34:57.463335	0.050
2026-01-13 09:34:57.525475	0.050
2026-01-13 09:34:57.587275	0.050
2026-01-13 09:34:57.710213	0.050
2026-01-13 09:34:57.773019	0.050
2026-01-13 09:34:57.896547	0.050
2026-01-13 09:34:57.968661	0.050
2026-01-13 09:34:58.093065	0.050
2026-01-13 09:34:58.155234	0.050
2026-01-13 09:34:58.269300	0.050
2026-01-13 09:34:58.330746	0.050
2026-01-13 09:34:58.405514	0.050
2026-01-13 09:34:58.519704	0.050
2026-01-13 09:34:58.582618	0.050
2026-01-13 09:34:58.715900	0.050
2026-01-13 09:34:58.777437	0.050
2026-01-13 09:34:58.894616	0.050
2026-01-13 09:34:58.962706	0.050
2026-01-13 09:34:59.085488	0.050
2026-01-13 09:34:59.147403	0.050
2026-01-13 09:34:59.209595	0.050
2026-01-13 09:34:59.332413	0.050
2026-01-13 09:34:59.394162	0.050
2026-01-13 09:34:59.527808	0.050
2026-01-13 09:34:59.589224	0.050
2026-01-13 09:34:59.712513	0.050
2026-01-13 09:34:59.774518	0.050
2026-01-13 09:34:59.898275	0.050
2026-01-13 09:34:59.960243	0.050
2026-01-13 09:35:00.022663	0.050
2026-01-13 09:35:00.146475	0.050
2026-01-13 09:35:00.208514	0.050
2026-01-13 09:35:00.332844	0.050
2026-01-13 09:35:00.394701	0.050
2026-01-13 09:35:00.517851	0.050
2026-01-13 09:35:00.589972	0.050
2026-01-13 09:35:00.652340	0.050
2026-01-13 09:35:00.775261	0.050
2026-01-13 09:35:00.836493	0.050
2026-01-13 09:35:00.970176	0.050
2026-01-13 09:35:01.021833	0.050
2026-01-13 09:35:01.145830	0.050
2026-01-13 09:35:01.208586	0.050
2026-01-13 09:35:01.333540	0.050
2026-01-13 09:35:01.395023	0.050
2026-01-13 09:35:01.519487	0.050
2026-01-13 09:35:01.582184	0.050
2026-01-13 09:35:01.644113	0.050
2026-01-13 09:35:01.767775	0.050
2026-01-13 09:35:01.839819	0.050
2026-01-13 09:35:01.964627	0.050
2026-01-13 09:35:02.026315	0.050
2026-01-13 09:35:02.150739	0.050
2026-01-13 09:35:02.213135	0.050
2026-01-13 09:35:02.275254	0.050
2026-01-13 09:35:02.399461	0.050
2026-01-13 09:35:02.462180	0.050
2026-01-13 09:35:02.585826	0.050
2026-01-13 09:35:02.647787	0.050
2026-01-13 09:35:02.771180	0.050
2026-01-13 09:35:02.833793	0.050
2026-01-13 09:35:02.957532	0.050
2026-01-13 09:35:03.018399	0.050
2026-01-13 09:35:03.143426	0.050
2026-01-13 09:35:03.215299	0.050
2026-01-13 09:35:03.277832	0.050
2026-01-13 09:35:03.401680	0.050
2026-01-13 09:35:03.463531	0.050
2026-01-13 09:35:03.587772	0.050
2026-01-13 09:35:03.649437	0.050
2026-01-13 09:35:03.772981	0.050
2026-01-13 09:35:03.834563	0.050
2026-01-13 09:35:03.926246	0.050
2026-01-13 09:35:04.019460	0.050
2026-01-13 09:35:04.092242	0.050
2026-01-13 09:35:04.205829	0.050
2026-01-13 09:35:04.268092	0.050
2026-01-13 09:35:04.402181	0.050
2026-01-13 09:35:04.464131	0.050
2026-01-13 09:35:04.526133	0.050
2026-01-13 09:35:04.644608	0.050
2026-01-13 09:35:04.712714	0.050
2026-01-13 09:35:04.836933	0.050
2026-01-13 09:35:04.898709	0.050
2026-01-13 09:35:05.023048	0.050
2026-01-13 09:35:05.084758	0.050
2026-01-13 09:35:05.157267	0.050
2026-01-13 09:35:05.271178	0.050
2026-01-13 09:35:05.333697	0.050
2026-01-13 09:35:05.457774	0.050
2026-01-13 09:35:05.520205	0.050
2026-01-13 09:35:05.643666	0.050
2026-01-13 09:35:05.715159	0.050
2026-01-13 09:35:05.838739	0.050
2026-01-13 09:35:05.901181	0.050
2026-01-13 09:35:06.024259	0.050
2026-01-13 09:35:06.085913	0.050
2026-01-13 09:35:06.147882	0.050
2026-01-13 09:35:06.272680	0.050
2026-01-13 09:35:06.334638	0.050
2026-01-13 09:35:06.458258	0.050
2026-01-13 09:35:06.520180	0.050
2026-01-13 09:35:06.643566	0.050
2026-01-13 09:35:06.705560	0.050
2026-01-13 09:35:06.777046	0.050
2026-01-13 09:35:06.899896	0.050
2026-01-13 09:35:06.962194	0.050
2026-01-13 09:35:07.084913	0.050
2026-01-13 09:35:07.146913	0.050
2026-01-13 09:35:07.270608	0.050
2026-01-13 09:35:07.331977	0.050
2026-01-13 09:35:07.456355	0.050
2026-01-13 09:35:07.517989	0.050
2026-01-13 09:35:07.583044	0.050
2026-01-13 09:35:07.713704	0.050
2026-01-13 09:35:07.774850	0.050
2026-01-13 09:35:07.898817	0.050
2026-01-13 09:35:07.960768	0.050
2026-01-13 09:35:08.084734	0.050
2026-01-13 09:35:08.147104	0.050
2026-01-13 09:35:08.271720	0.050
2026-01-13 09:35:08.333718	0.050
2026-01-13 09:35:08.396272	0.050
2026-01-13 09:35:08.521007	0.050
2026-01-13 09:35:08.583422	0.050
2026-01-13 09:35:08.706572	0.050
2026-01-13 09:35:08.769546	0.050
2026-01-13 09:35:08.895686	0.050
2026-01-13 09:35:08.963111	0.050
2026-01-13 09:35:09.086750	0.050
2026-01-13 09:35:09.148515	0.050
2026-01-13 09:35:09.210552	0.050
2026-01-13 09:35:09.335253	0.050
2026-01-13 09:35:09.396831	0.050
2026-01-13 09:35:09.519451	0.050
2026-01-13 09:35:09.581997	0.050
2026-01-13 09:35:09.706271	0.050
2026-01-13 09:35:09.768242	0.050
2026-01-13 09:35:09.902440	0.050
2026-01-13 09:35:09.964496	0.050
2026-01-13 09:35:10.026208	0.050
2026-01-13 09:35:10.149626	0.050
2026-01-13 09:35:10.211877	0.050
2026-01-13 09:35:10.335666	0.050
2026-01-13 09:35:10.397345	0.050
2026-01-13 09:35:10.521695	0.050
2026-01-13 09:35:10.583155	0.050
2026-01-13 09:35:10.706770	0.050
2026-01-13 09:35:10.768764	0.050
2026-01-13 09:35:10.831101	0.050
2026-01-13 09:35:10.965373	0.050
2026-01-13 09:35:11.027278	0.050
2026-01-13 09:35:11.151258	0.050
2026-01-13 09:35:11.213738	0.050
2026-01-13 09:35:11.337770	0.050
2026-01-13 09:35:11.399741	0.050
2026-01-13 09:35:11.462247	0.050
2026-01-13 09:35:11.585393	0.050
2026-01-13 09:35:11.646840	0.050
2026-01-13 09:35:11.769794	0.050
2026-01-13 09:35:11.832178	0.050
2026-01-13 09:35:11.966296	0.050
2026-01-13 09:35:12.017693	0.050
2026-01-13 09:35:12.090181	0.050
2026-01-13 09:35:12.213954	0.050
2026-01-13 09:35:12.275264	0.050
2026-01-13 09:35:12.400075	0.050
2026-01-13 09:35:12.461809	0.050
2026-01-13 09:35:12.585797	0.050
2026-01-13 09:35:12.648285	0.050
2026-01-13 09:35:12.772362	0.050
2026-01-13 09:35:12.834299	0.050
2026-01-13 09:35:12.896102	0.050
2026-01-13 09:35:13.018993	0.050
2026-01-13 09:35:13.080675	0.050
2026-01-13 09:35:13.211859	0.050
2026-01-13 09:35:13.268625	0.050
2026-01-13 09:35:13.400754	0.050
2026-01-13 09:35:13.467780	0.050
2026-01-13 09:35:13.532960	0.050
2026-01-13 09:35:13.649797	0.050
2026-01-13 09:35:13.716459	0.050
2026-01-13 09:35:13.834491	0.050
2026-01-13 09:35:13.901326	0.050
2026-01-13 09:35:14.017954	0.050
2026-01-13 09:35:14.083295	0.050
2026-01-13 09:35:14.207275	0.050
2026-01-13 09:35:14.269361	0.050
2026-01-13 09:35:14.394494	0.050
2026-01-13 09:35:14.456273	0.050
2026-01-13 09:35:14.589955	0.050
2026-01-13 09:35:14.652181	0.050
2026-01-13 09:35:14.714024	0.050
2026-01-13 09:35:14.837774	0.050
2026-01-13 09:35:14.899653	0.050
2026-01-13 09:35:15.023066	0.050
2026-01-13 09:35:15.084877	0.050
2026-01-13 09:35:15.157017	0.050
2026-01-13 09:35:15.269722	0.050
2026-01-13 09:35:15.332181	0.050
2026-01-13 09:35:15.455829	0.050
2026-01-13 09:35:15.528002	0.050
2026-01-13 09:35:15.652182	0.050
2026-01-13 09:35:15.714109	0.050
2026-01-13 09:35:15.837778	0.050
2026-01-13 09:35:15.899841	0.050
2026-01-13 09:35:15.961706	0.050
2026-01-13 09:35:16.085442	0.050
2026-01-13 09:35:16.146494	0.050
2026-01-13 09:35:16.270090	0.050
2026-01-13 09:35:16.331636	0.050
2026-01-13 09:35:16.465092	0.050
2026-01-13 09:35:16.527709	0.050
2026-01-13 09:35:16.651228	0.050
2026-01-13 09:35:16.713056	0.050
2026-01-13 09:35:16.774817	0.050
2026-01-13 09:35:16.899177	0.050
2026-01-13 09:35:16.961381	0.050
2026-01-13 09:35:17.085421	0.050
2026-01-13 09:35:17.147225	0.050
2026-01-13 09:35:17.277239	0.050
2026-01-13 09:35:17.332299	0.050
2026-01-13 09:35:17.455449	0.050
2026-01-13 09:35:17.527771	0.050
2026-01-13 09:35:17.587668	0.050
2026-01-13 09:35:17.707222	0.050
2026-01-13 09:35:17.777343	0.050
2026-01-13 09:35:17.897456	0.050
2026-01-13 09:35:17.957337	0.050
2026-01-13 09:35:18.087320	0.050
2026-01-13 09:35:18.147355	0.050
2026-01-13 09:35:18.277062	0.050
2026-01-13 09:35:18.337073	0.050
2026-01-13 09:35:18.397040	0.050
2026-01-13 09:35:18.527519	0.050
2026-01-13 09:35:18.588265	0.050
2026-01-13 09:35:18.712020	0.050
2026-01-13 09:35:18.773194	0.050
2026-01-13 09:35:18.916549	0.050
2026-01-13 09:35:18.957882	0.050
2026-01-13 09:35:19.081556	0.050
2026-01-13 09:35:19.143954	0.050
2026-01-13 09:35:19.205829	0.050
2026-01-13 09:35:19.340220	0.050
2026-01-13 09:35:19.402698	0.050
2026-01-13 09:35:19.526779	0.050
2026-01-13 09:35:19.588535	0.050
2026-01-13 09:35:19.713664	0.050
2026-01-13 09:35:19.775731	0.050
2026-01-13 09:35:19.837748	0.050
2026-01-13 09:35:19.961667	0.050
2026-01-13 09:35:20.023805	0.050
2026-01-13 09:35:20.147598	0.050
2026-01-13 09:35:20.209200	0.050
2026-01-13 09:35:20.332966	0.050
2026-01-13 09:35:20.394753	0.050
2026-01-13 09:35:20.528186	0.050
2026-01-13 09:35:20.590396	0.050
2026-01-13 09:35:20.652210	0.050
2026-01-13 09:35:20.775045	0.050
2026-01-13 09:35:20.834785	0.050
2026-01-13 09:35:20.955296	0.050
2026-01-13 09:35:21.025280	0.050
2026-01-13 09:35:21.145380	0.050
2026-01-13 09:35:21.207216	0.050
2026-01-13 09:35:21.335327	0.050
2026-01-13 09:35:21.395377	0.050
2026-01-13 09:35:21.525160	0.050
2026-01-13 09:35:21.585066	0.050
2026-01-13 09:35:21.645164	0.050
2026-01-13 09:35:21.775333	0.050
2026-01-13 09:35:21.834999	0.050
2026-01-13 09:35:21.915442	0.050
2026-01-13 09:35:22.018365	0.050
2026-01-13 09:35:22.090473	0.050
2026-01-13 09:35:22.214224	0.050
2026-01-13 09:35:22.276276	0.050
2026-01-13 09:35:22.400683	0.050
2026-01-13 09:35:22.463339	0.050
2026-01-13 09:35:22.586968	0.050
2026-01-13 09:35:22.648937	0.050
2026-01-13 09:35:22.772171	0.050
2026-01-13 09:35:22.833659	0.050
2026-01-13 09:35:22.896735	0.050
2026-01-13 09:35:23.022028	0.050
2026-01-13 09:35:23.096750	0.050
2026-01-13 09:35:23.224943	0.050
2026-01-13 09:35:23.286215	0.050
2026-01-13 09:35:23.347879	0.050
2026-01-13 09:35:23.478716	0.050
2026-01-13 09:35:23.543734	0.050
2026-01-13 09:35:23.668023	0.050
2026-01-13 09:35:23.729769	0.050
2026-01-13 09:35:23.854351	0.050
2026-01-13 09:35:23.915710	0.050
2026-01-13 09:35:24.044606	0.050
2026-01-13 09:35:24.097773	0.050
2026-01-13 09:35:24.159799	0.050
2026-01-13 09:35:24.285196	0.050
2026-01-13 09:35:24.347275	0.050
2026-01-13 09:35:24.479215	0.050
2026-01-13 09:35:24.537563	0.050
2026-01-13 09:35:24.663394	0.050
2026-01-13 09:35:24.725193	0.050
2026-01-13 09:35:24.849061	0.050
2026-01-13 09:35:24.931797	0.050
2026-01-13 09:35:24.978012	0.050
2026-01-13 09:35:25.109705	0.050
2026-01-13 09:35:25.166288	0.050
2026-01-13 09:35:25.290181	0.050
2026-01-13 09:35:25.352682	0.050
2026-01-13 09:35:25.481852	0.050
2026-01-13 09:35:25.545867	0.050
2026-01-13 09:35:25.607459	0.050
2026-01-13 09:35:25.723815	0.050
2026-01-13 09:35:25.785774	0.050
2026-01-13 09:35:25.909695	0.050
2026-01-13 09:35:25.979342	0.050
2026-01-13 09:35:26.100643	0.050
2026-01-13 09:35:26.173266	0.050
2026-01-13 09:35:26.236468	0.050
2026-01-13 09:35:26.370677	0.050
2026-01-13 09:35:26.427090	0.050
2026-01-13 09:35:26.499575	0.050
2026-01-13 09:35:26.616944	0.050
2026-01-13 09:35:26.750782	0.050
2026-01-13 09:35:26.800794	0.050
2026-01-13 09:35:26.866906	0.050
2026-01-13 09:35:26.993738	0.050
2026-01-13 09:35:27.051776	0.050
2026-01-13 09:35:27.174623	0.050
2026-01-13 09:35:27.247730	0.050
2026-01-13 09:35:27.363278	0.050
2026-01-13 09:35:27.439078	0.050
2026-01-13 09:35:27.501858	0.050
2026-01-13 09:35:27.616916	0.050
2026-01-13 09:35:27.687825	0.050
2026-01-13 09:35:27.802359	0.050
2026-01-13 09:35:27.870165	0.050
2026-01-13 09:35:27.954974	0.050
2026-01-13 09:35:28.057739	0.050
2026-01-13 09:35:28.182181	0.050
2026-01-13 09:35:28.244248	0.050
2026-01-13 09:35:28.304435	0.050
2026-01-13 09:35:28.426270	0.050
2026-01-13 09:35:28.488686	0.050
2026-01-13 09:35:28.612031	0.050
2026-01-13 09:35:28.674184	0.050
2026-01-13 09:35:28.807361	0.050
2026-01-13 09:35:28.865111	0.050
2026-01-13 09:35:28.998840	0.050
2026-01-13 09:35:29.050679	0.050
2026-01-13 09:35:29.113334	0.050
2026-01-13 09:35:29.236847	0.050
2026-01-13 09:35:29.304881	0.050
2026-01-13 09:35:29.424068	0.050
2026-01-13 09:35:29.495848	0.050
2026-01-13 09:35:29.619613	0.050
2026-01-13 09:35:29.681683	0.050
2026-01-13 09:35:29.743328	0.050
2026-01-13 09:35:29.864609	0.050
2026-01-13 09:35:29.931075	0.050
2026-01-13 09:35:30.054961	0.050
2026-01-13 09:35:30.117317	0.050
2026-01-13 09:35:30.242182	0.050
2026-01-13 09:35:30.301968	0.050
2026-01-13 09:35:30.432791	0.050
2026-01-13 09:35:30.494729	0.050
2026-01-13 09:35:30.556127	0.050
2026-01-13 09:35:30.679298	0.050
2026-01-13 09:35:30.740750	0.050
2026-01-13 09:35:30.861424	0.050
2026-01-13 09:35:30.959686	0.050
2026-01-13 09:35:31.052687	0.050
2026-01-13 09:35:31.114844	0.050
2026-01-13 09:35:31.242482	0.050
2026-01-13 09:35:31.313840	0.050
2026-01-13 09:35:31.371573	0.050
2026-01-13 09:35:31.494167	0.050
2026-01-13 09:35:31.555603	0.050
2026-01-13 09:35:31.677313	0.050
2026-01-13 09:35:31.737585	0.050
2026-01-13 09:35:31.813574	0.050
2026-01-13 09:35:31.934237	0.050
2026-01-13 09:35:32.001108	0.050
2026-01-13 09:35:32.119778	0.050
2026-01-13 09:35:32.181222	0.050
2026-01-13 09:35:32.302988	0.050
2026-01-13 09:35:32.362482	0.050
2026-01-13 09:35:32.495848	0.050
2026-01-13 09:35:32.552736	0.050
2026-01-13 09:35:32.676333	0.050
2026-01-13 09:35:32.738538	0.050
2026-01-13 09:35:32.805778	0.050
2026-01-13 09:35:32.925407	0.050
2026-01-13 09:35:32.986780	0.050
2026-01-13 09:35:33.112955	0.050
2026-01-13 09:35:33.174603	0.050
2026-01-13 09:35:33.304268	0.050
2026-01-13 09:35:33.373766	0.050
2026-01-13 09:35:33.437785	0.050
2026-01-13 09:35:33.551178	0.050
2026-01-13 09:35:33.620741	0.050
2026-01-13 09:35:33.743508	0.050
2026-01-13 09:35:33.804382	0.050
2026-01-13 09:35:33.943933	0.050
2026-01-13 09:35:33.994642	0.050
2026-01-13 09:35:34.121309	0.050
2026-01-13 09:35:34.174956	0.050
2026-01-13 09:35:34.308784	0.050
2026-01-13 09:35:34.371181	0.050
2026-01-13 09:35:34.436869	0.050
2026-01-13 09:35:34.574666	0.050
2026-01-13 09:35:34.640852	0.050
2026-01-13 09:35:34.697828	0.050
2026-01-13 09:35:34.822179	0.050
2026-01-13 09:35:34.883986	0.050
2026-01-13 09:35:35.002552	0.050
2026-01-13 09:35:35.064546	0.050
2026-01-13 09:35:35.190198	0.050
2026-01-13 09:35:35.252551	0.050
2026-01-13 09:35:35.386773	0.050
2026-01-13 09:35:35.455805	0.050
2026-01-13 09:35:35.517740	0.050
2026-01-13 09:35:35.652216	0.050
2026-01-13 09:35:35.709699	0.050
2026-01-13 09:35:35.832242	0.050
2026-01-13 09:35:35.894014	0.050
2026-01-13 09:35:35.972829	0.050
2026-01-13 09:35:36.096917	0.050
2026-01-13 09:35:36.168177	0.050
2026-01-13 09:35:36.283659	0.050
2026-01-13 09:35:36.355714	0.050
2026-01-13 09:35:36.424999	0.050
2026-01-13 09:35:36.555082	0.050
2026-01-13 09:35:36.616883	0.050
2026-01-13 09:35:36.679071	0.050
2026-01-13 09:35:36.799771	0.050
2026-01-13 09:35:36.862693	0.050
2026-01-13 09:35:36.945877	0.050
2026-01-13 09:35:37.049001	0.050
2026-01-13 09:35:37.184090	0.050
2026-01-13 09:35:37.246350	0.050
2026-01-13 09:35:37.309124	0.050
2026-01-13 09:35:37.424465	0.050
2026-01-13 09:35:37.493528	0.050
2026-01-13 09:35:37.617390	0.050
2026-01-13 09:35:37.679193	0.050
2026-01-13 09:35:37.803411	0.050
2026-01-13 09:35:37.868025	0.050
2026-01-13 09:35:37.938764	0.050
2026-01-13 09:35:38.050507	0.050
2026-01-13 09:35:38.174392	0.050
2026-01-13 09:35:38.246638	0.050
2026-01-13 09:35:38.308833	0.050
2026-01-13 09:35:38.431813	0.050
2026-01-13 09:35:38.495832	0.050
2026-01-13 09:35:38.619161	0.050
2026-01-13 09:35:38.681178	0.050
2026-01-13 09:35:38.805441	0.050
2026-01-13 09:35:38.871896	0.050
2026-01-13 09:35:38.930085	0.050
2026-01-13 09:35:39.051504	0.050
2026-01-13 09:35:39.113911	0.050
2026-01-13 09:35:39.237276	0.050
2026-01-13 09:35:39.299326	0.050
2026-01-13 09:35:39.430810	0.050
2026-01-13 09:35:39.489863	0.050
2026-01-13 09:35:39.614548	0.050
2026-01-13 09:35:39.676270	0.050
2026-01-13 09:35:39.800676	0.050
2026-01-13 09:35:39.862646	0.050
2026-01-13 09:35:39.977268	0.050
2026-01-13 09:35:40.049457	0.050
2026-01-13 09:35:40.121615	0.050
2026-01-13 09:35:40.245694	0.050
2026-01-13 09:35:40.306771	0.050
2026-01-13 09:35:40.432895	0.050
2026-01-13 09:35:40.491432	0.050
2026-01-13 09:35:40.552333	0.050
2026-01-13 09:35:40.676269	0.050
2026-01-13 09:35:40.738399	0.050
2026-01-13 09:35:40.863106	0.050
2026-01-13 09:35:40.927791	0.050
2026-01-13 09:35:41.061190	0.050
2026-01-13 09:35:41.113098	0.050
2026-01-13 09:35:41.236428	0.050
2026-01-13 09:35:41.308434	0.050
2026-01-13 09:35:41.370678	0.050
2026-01-13 09:35:41.492185	0.050
2026-01-13 09:35:41.560165	0.050
2026-01-13 09:35:41.674193	0.050
2026-01-13 09:35:41.746339	0.050
2026-01-13 09:35:41.870180	0.050
2026-01-13 09:35:41.930805	0.050
2026-01-13 09:35:41.992701	0.050
2026-01-13 09:35:42.115547	0.050
2026-01-13 09:35:42.177324	0.050
2026-01-13 09:35:42.300678	0.050
2026-01-13 09:35:42.362939	0.050
2026-01-13 09:35:42.493379	0.050
2026-01-13 09:35:42.555164	0.050
2026-01-13 09:35:42.681179	0.050
2026-01-13 09:35:42.743400	0.050
